lok,HAVOMR,Lokasjon,LOKREF,geometry
4140,41,40,41-40,"POLYGON ((1 55.5, 1 55.58333333333334, 1 55.66666666666666, 1 55.75, 1 55.83333333333334, 1 55.91666666666666, 1 56, 1.090909090909091 56, 1.181818181818182 56, 1.272727272727273 56, 1.363636363636364 56, 1.454545454545455 56, 1.545454545454545 56, 1.636363636363636 56, 1.727272727272727 56, 1.818181818181818 56, 1.909090909090909 56, 2 56, 2 55.91666666666666, 2 55.83333333333334, 2 55.75, 2 55.66666666666666, 2 55.58333333333334, 2 55.5, 1.909090909090909 55.5, 1.818181818181818 55.5, 1.727272727272727 55.5, 1.636363636363636 55.5, 1.545454545454545 55.5, 1.454545454545455 55.5, 1.363636363636364 55.5, 1.272727272727273 55.5, 1.181818181818182 55.5, 1.090909090909091 55.5, 1 55.5))"
4141,41,41,41-41,"POLYGON ((2 55.5, 2 55.58333333333334, 2 55.66666666666666, 2 55.75, 2 55.83333333333334, 2 55.91666666666666, 2 56, 2.090909090909091 56, 2.181818181818182 56, 2.272727272727272 56, 2.363636363636364 56, 2.454545454545455 56, 2.545454545454545 56, 2.636363636363636 56, 2.727272727272728 56, 2.818181818181818 56, 2.909090909090909 56, 3 56, 3 55.91666666666666, 3 55.83333333333334, 3 55.75, 3 55.66666666666666, 3 55.58333333333334, 3 55.5, 2.909090909090909 55.5, 2.818181818181818 55.5, 2.727272727272728 55.5, 2.636363636363636 55.5, 2.545454545454545 55.5, 2.454545454545455 55.5, 2.363636363636364 55.5, 2.272727272727272 55.5, 2.181818181818182 55.5, 2.090909090909091 55.5, 2 55.5))"
4142,41,42,41-42,"POLYGON ((3 55.5, 3 55.58333333333334, 3 55.66666666666666, 3 55.75, 3 55.83333333333334, 3 55.91666666666666, 3 56, 3.090909090909091 56, 3.181818181818182 56, 3.272727272727272 56, 3.363636363636364 56, 3.454545454545455 56, 3.545454545454545 56, 3.636363636363636 56, 3.727272727272728 56, 3.818181818181818 56, 3.909090909090909 56, 4 56, 4 55.91666666666666, 4 55.83333333333334, 4 55.75, 4 55.66666666666666, 4 55.58333333333334, 4 55.5, 3.909090909090909 55.5, 3.818181818181818 55.5, 3.727272727272728 55.5, 3.636363636363636 55.5, 3.545454545454545 55.5, 3.454545454545455 55.5, 3.363636363636364 55.5, 3.272727272727272 55.5, 3.181818181818182 55.5, 3.090909090909091 55.5, 3 55.5))"
4143,41,43,41-43,"POLYGON ((4 55.5, 4 55.58333333333334, 4 55.66666666666666, 4 55.75, 4 55.83333333333334, 4 55.91666666666666, 4 56, 4.090909090909091 56, 4.181818181818182 56, 4.272727272727272 56, 4.363636363636363 56, 4.454545454545455 56, 4.545454545454545 56, 4.636363636363637 56, 4.727272727272728 56, 4.818181818181818 56, 4.909090909090909 56, 5 56, 5 55.91666666666666, 5 55.83333333333334, 5 55.75, 5 55.66666666666666, 5 55.58333333333334, 5 55.5, 4.909090909090909 55.5, 4.818181818181818 55.5, 4.727272727272728 55.5, 4.636363636363637 55.5, 4.545454545454545 55.5, 4.454545454545455 55.5, 4.363636363636363 55.5, 4.272727272727272 55.5, 4.181818181818182 55.5, 4.090909090909091 55.5, 4 55.5))"
4144,41,44,41-44,"POLYGON ((5 55.5, 5 55.58333333333334, 5 55.66666666666666, 5 55.75, 5 55.83333333333334, 5 55.91666666666666, 5 56, 5.090909090909091 56, 5.181818181818182 56, 5.272727272727272 56, 5.363636363636363 56, 5.454545454545455 56, 5.545454545454545 56, 5.636363636363637 56, 5.727272727272728 56, 5.818181818181818 56, 5.909090909090909 56, 6 56, 6 55.91666666666666, 6 55.83333333333334, 6 55.75, 6 55.66666666666666, 6 55.58333333333334, 6 55.5, 5.909090909090909 55.5, 5.818181818181818 55.5, 5.727272727272728 55.5, 5.636363636363637 55.5, 5.545454545454545 55.5, 5.454545454545455 55.5, 5.363636363636363 55.5, 5.272727272727272 55.5, 5.181818181818182 55.5, 5.090909090909091 55.5, 5 55.5))"
4145,41,45,41-45,"POLYGON ((6 55.5, 6 55.58333333333334, 6 55.66666666666666, 6 55.75, 6 55.83333333333334, 6 55.91666666666666, 6 56, 6.090909090909091 56, 6.181818181818182 56, 6.272727272727272 56, 6.363636363636363 56, 6.454545454545455 56, 6.545454545454545 56, 6.636363636363637 56, 6.727272727272728 56, 6.818181818181818 56, 6.909090909090909 56, 7 56, 7 55.91666666666666, 7 55.83333333333334, 7 55.75, 7 55.66666666666666, 7 55.58333333333334, 7 55.5, 6.909090909090909 55.5, 6.818181818181818 55.5, 6.727272727272728 55.5, 6.636363636363637 55.5, 6.545454545454545 55.5, 6.454545454545455 55.5, 6.363636363636363 55.5, 6.272727272727272 55.5, 6.181818181818182 55.5, 6.090909090909091 55.5, 6 55.5))"
4146,41,46,41-46,"POLYGON ((7 55.5, 7 55.58333333333334, 7 55.66666666666666, 7 55.75, 7 55.83333333333334, 7 55.91666666666666, 7 56, 7.090909090909091 56, 7.181818181818182 56, 7.272727272727272 56, 7.363636363636363 56, 7.454545454545455 56, 7.545454545454545 56, 7.636363636363637 56, 7.727272727272728 56, 7.818181818181818 56, 7.909090909090909 56, 8 56, 8 55.91666666666666, 8 55.83333333333334, 8 55.75, 8 55.66666666666666, 8 55.58333333333334, 8 55.5, 7.909090909090909 55.5, 7.818181818181818 55.5, 7.727272727272728 55.5, 7.636363636363637 55.5, 7.545454545454545 55.5, 7.454545454545455 55.5, 7.363636363636363 55.5, 7.272727272727272 55.5, 7.181818181818182 55.5, 7.090909090909091 55.5, 7 55.5))"
4180,41,80,41-80,"POLYGON ((8 55.5, 8 55.58333333333334, 8 55.66666666666666, 8 55.75, 8 55.83333333333334, 8 55.91666666666666, 8 56, 8.090909090909092 56, 8.181818181818182 56, 8.272727272727273 56, 8.363636363636363 56, 8.454545454545455 56, 8.545454545454545 56, 8.636363636363637 56, 8.727272727272727 56, 8.818181818181818 56, 8.90909090909091 56, 9 56, 9 55.91666666666666, 9 55.83333333333334, 9 55.75, 9 55.66666666666666, 9 55.58333333333334, 9 55.5, 8.909090909090908 55.5, 8.818181818181818 55.5, 8.727272727272727 55.5, 8.636363636363637 55.5, 8.545454545454545 55.5, 8.454545454545455 55.5, 8.363636363636363 55.5, 8.272727272727273 55.5, 8.181818181818182 55.5, 8.09090909090909 55.5, 8 55.5))"
4189,41,89,41-89,"POLYGON ((-4 56, -4 56.08333333333334, -4 56.16666666666666, -4 56.25, -4 56.33333333333334, -4 56.41666666666666, -4 56.5, -3.909090909090909 56.5, -3.818181818181818 56.5, -3.727272727272728 56.5, -3.636363636363636 56.5, -3.545454545454545 56.5, -3.454545454545455 56.5, -3.363636363636364 56.5, -3.272727272727272 56.5, -3.181818181818182 56.5, -3.090909090909091 56.5, -3 56.5, -3 56.41666666666666, -3 56.33333333333334, -3 56.25, -3 56.16666666666666, -3 56.08333333333334, -3 56, -3.090909090909091 56, -3.181818181818182 56, -3.272727272727272 56, -3.363636363636364 56, -3.454545454545455 56, -3.545454545454545 56, -3.636363636363636 56, -3.727272727272728 56, -3.818181818181818 56, -3.909090909090909 56, -4 56))"
4147,41,47,41-47,"POLYGON ((-3 56, -3 56.08333333333334, -3 56.16666666666666, -3 56.25, -3 56.33333333333334, -3 56.41666666666666, -3 56.5, -2.909090909090909 56.5, -2.818181818181818 56.5, -2.727272727272728 56.5, -2.636363636363636 56.5, -2.545454545454545 56.5, -2.454545454545455 56.5, -2.363636363636364 56.5, -2.272727272727272 56.5, -2.181818181818182 56.5, -2.090909090909091 56.5, -2 56.5, -2 56.41666666666666, -2 56.33333333333334, -2 56.25, -2 56.16666666666666, -2 56.08333333333334, -2 56, -2.090909090909091 56, -2.181818181818182 56, -2.272727272727272 56, -2.363636363636364 56, -2.454545454545455 56, -2.545454545454545 56, -2.636363636363636 56, -2.727272727272728 56, -2.818181818181818 56, -2.909090909090909 56, -3 56))"
4148,41,48,41-48,"POLYGON ((-2 56, -2 56.08333333333334, -2 56.16666666666666, -2 56.25, -2 56.33333333333334, -2 56.41666666666666, -2 56.5, -1.909090909090909 56.5, -1.818181818181818 56.5, -1.727272727272727 56.5, -1.636363636363636 56.5, -1.545454545454545 56.5, -1.454545454545455 56.5, -1.363636363636364 56.5, -1.272727272727273 56.5, -1.181818181818182 56.5, -1.090909090909091 56.5, -1 56.5, -1 56.41666666666666, -1 56.33333333333334, -1 56.25, -1 56.16666666666666, -1 56.08333333333334, -1 56, -1.090909090909091 56, -1.181818181818182 56, -1.272727272727273 56, -1.363636363636364 56, -1.454545454545455 56, -1.545454545454545 56, -1.636363636363636 56, -1.727272727272727 56, -1.818181818181818 56, -1.909090909090909 56, -2 56))"
4149,41,49,41-49,"POLYGON ((-1 56, -1 56.08333333333334, -1 56.16666666666666, -1 56.25, -1 56.33333333333334, -1 56.41666666666666, -1 56.5, -0.9090909090909091 56.5, -0.8181818181818181 56.5, -0.7272727272727273 56.5, -0.6363636363636364 56.5, -0.5454545454545454 56.5, -0.4545454545454546 56.5, -0.3636363636363636 56.5, -0.2727272727272727 56.5, -0.1818181818181818 56.5, -0.09090909090909083 56.5, 0 56.5, 0 56.41666666666666, 0 56.33333333333334, 0 56.25, 0 56.16666666666666, 0 56.08333333333334, 0 56, -0.09090909090909091 56, -0.1818181818181818 56, -0.2727272727272727 56, -0.3636363636363636 56, -0.4545454545454546 56, -0.5454545454545454 56, -0.6363636363636364 56, -0.7272727272727273 56, -0.8181818181818182 56, -0.9090909090909092 56, -1 56))"
4150,41,50,41-50,"POLYGON ((0 56, 0 56.08333333333334, 0 56.16666666666666, 0 56.25, 0 56.33333333333334, 0 56.41666666666666, 0 56.5, 0.09090909090909091 56.5, 0.1818181818181818 56.5, 0.2727272727272727 56.5, 0.3636363636363636 56.5, 0.4545454545454546 56.5, 0.5454545454545454 56.5, 0.6363636363636364 56.5, 0.7272727272727273 56.5, 0.8181818181818182 56.5, 0.9090909090909092 56.5, 1 56.5, 1 56.41666666666666, 1 56.33333333333334, 1 56.25, 1 56.16666666666666, 1 56.08333333333334, 1 56, 0.9090909090909091 56, 0.8181818181818181 56, 0.7272727272727273 56, 0.6363636363636364 56, 0.5454545454545454 56, 0.4545454545454546 56, 0.3636363636363636 56, 0.2727272727272727 56, 0.1818181818181818 56, 0.09090909090909083 56, 0 56))"
4151,41,51,41-51,"POLYGON ((1 56, 1 56.08333333333334, 1 56.16666666666666, 1 56.25, 1 56.33333333333334, 1 56.41666666666666, 1 56.5, 1.090909090909091 56.5, 1.181818181818182 56.5, 1.272727272727273 56.5, 1.363636363636364 56.5, 1.454545454545455 56.5, 1.545454545454545 56.5, 1.636363636363636 56.5, 1.727272727272727 56.5, 1.818181818181818 56.5, 1.909090909090909 56.5, 2 56.5, 2 56.41666666666666, 2 56.33333333333334, 2 56.25, 2 56.16666666666666, 2 56.08333333333334, 2 56, 1.909090909090909 56, 1.818181818181818 56, 1.727272727272727 56, 1.636363636363636 56, 1.545454545454545 56, 1.454545454545455 56, 1.363636363636364 56, 1.272727272727273 56, 1.181818181818182 56, 1.090909090909091 56, 1 56))"
4152,41,52,41-52,"POLYGON ((2 56, 2 56.08333333333334, 2 56.16666666666666, 2 56.25, 2 56.33333333333334, 2 56.41666666666666, 2 56.5, 2.090909090909091 56.5, 2.181818181818182 56.5, 2.272727272727272 56.5, 2.363636363636364 56.5, 2.454545454545455 56.5, 2.545454545454545 56.5, 2.636363636363636 56.5, 2.727272727272728 56.5, 2.818181818181818 56.5, 2.909090909090909 56.5, 3 56.5, 3 56.41666666666666, 3 56.33333333333334, 3 56.25, 3 56.16666666666666, 3 56.08333333333334, 3 56, 2.909090909090909 56, 2.818181818181818 56, 2.727272727272728 56, 2.636363636363636 56, 2.545454545454545 56, 2.454545454545455 56, 2.363636363636364 56, 2.272727272727272 56, 2.181818181818182 56, 2.090909090909091 56, 2 56))"
4153,41,53,41-53,"POLYGON ((3 56, 3 56.08333333333334, 3 56.16666666666666, 3 56.25, 3 56.33333333333334, 3 56.41666666666666, 3 56.5, 3.090909090909091 56.5, 3.181818181818182 56.5, 3.272727272727272 56.5, 3.363636363636364 56.5, 3.454545454545455 56.5, 3.545454545454545 56.5, 3.636363636363636 56.5, 3.727272727272728 56.5, 3.818181818181818 56.5, 3.909090909090909 56.5, 4 56.5, 4 56.41666666666666, 4 56.33333333333334, 4 56.25, 4 56.16666666666666, 4 56.08333333333334, 4 56, 3.909090909090909 56, 3.818181818181818 56, 3.727272727272728 56, 3.636363636363636 56, 3.545454545454545 56, 3.454545454545455 56, 3.363636363636364 56, 3.272727272727272 56, 3.181818181818182 56, 3.090909090909091 56, 3 56))"
4154,41,54,41-54,"POLYGON ((4 56, 4 56.08333333333334, 4 56.16666666666666, 4 56.25, 4 56.33333333333334, 4 56.41666666666666, 4 56.5, 4.090909090909091 56.5, 4.181818181818182 56.5, 4.272727272727272 56.5, 4.363636363636363 56.5, 4.454545454545455 56.5, 4.545454545454545 56.5, 4.636363636363637 56.5, 4.727272727272728 56.5, 4.818181818181818 56.5, 4.909090909090909 56.5, 5 56.5, 5 56.41666666666666, 5 56.33333333333334, 5 56.25, 5 56.16666666666666, 5 56.08333333333334, 5 56, 4.909090909090909 56, 4.818181818181818 56, 4.727272727272728 56, 4.636363636363637 56, 4.545454545454545 56, 4.454545454545455 56, 4.363636363636363 56, 4.272727272727272 56, 4.181818181818182 56, 4.090909090909091 56, 4 56))"
4155,41,55,41-55,"POLYGON ((5 56, 5 56.08333333333334, 5 56.16666666666666, 5 56.25, 5 56.33333333333334, 5 56.41666666666666, 5 56.5, 5.090909090909091 56.5, 5.181818181818182 56.5, 5.272727272727272 56.5, 5.363636363636363 56.5, 5.454545454545455 56.5, 5.545454545454545 56.5, 5.636363636363637 56.5, 5.727272727272728 56.5, 5.818181818181818 56.5, 5.909090909090909 56.5, 6 56.5, 6 56.41666666666666, 6 56.33333333333334, 6 56.25, 6 56.16666666666666, 6 56.08333333333334, 6 56, 5.909090909090909 56, 5.818181818181818 56, 5.727272727272728 56, 5.636363636363637 56, 5.545454545454545 56, 5.454545454545455 56, 5.363636363636363 56, 5.272727272727272 56, 5.181818181818182 56, 5.090909090909091 56, 5 56))"
4156,41,56,41-56,"POLYGON ((6 56, 6 56.08333333333334, 6 56.16666666666666, 6 56.25, 6 56.33333333333334, 6 56.41666666666666, 6 56.5, 6.090909090909091 56.5, 6.181818181818182 56.5, 6.272727272727272 56.5, 6.363636363636363 56.5, 6.454545454545455 56.5, 6.545454545454545 56.5, 6.636363636363637 56.5, 6.727272727272728 56.5, 6.818181818181818 56.5, 6.909090909090909 56.5, 7 56.5, 7 56.41666666666666, 7 56.33333333333334, 7 56.25, 7 56.16666666666666, 7 56.08333333333334, 7 56, 6.909090909090909 56, 6.818181818181818 56, 6.727272727272728 56, 6.636363636363637 56, 6.545454545454545 56, 6.454545454545455 56, 6.363636363636363 56, 6.272727272727272 56, 6.181818181818182 56, 6.090909090909091 56, 6 56))"
4157,41,57,41-57,"POLYGON ((7 56, 7 56.08333333333334, 7 56.16666666666666, 7 56.25, 7 56.33333333333334, 7 56.41666666666666, 7 56.5, 7.090909090909091 56.5, 7.181818181818182 56.5, 7.272727272727272 56.5, 7.363636363636363 56.5, 7.454545454545455 56.5, 7.545454545454545 56.5, 7.636363636363637 56.5, 7.727272727272728 56.5, 7.818181818181818 56.5, 7.909090909090909 56.5, 8 56.5, 8 56.41666666666666, 8 56.33333333333334, 8 56.25, 8 56.16666666666666, 8 56.08333333333334, 8 56, 7.909090909090909 56, 7.818181818181818 56, 7.727272727272728 56, 7.636363636363637 56, 7.545454545454545 56, 7.454545454545455 56, 7.363636363636363 56, 7.272727272727272 56, 7.181818181818182 56, 7.090909090909091 56, 7 56))"
4179,41,79,41-79,"POLYGON ((8 56, 8 56.08333333333334, 8 56.16666666666666, 8 56.25, 8 56.33333333333334, 8 56.41666666666666, 8 56.5, 8.090909090909092 56.5, 8.181818181818182 56.5, 8.272727272727273 56.5, 8.363636363636363 56.5, 8.454545454545455 56.5, 8.545454545454545 56.5, 8.636363636363637 56.5, 8.727272727272727 56.5, 8.818181818181818 56.5, 8.90909090909091 56.5, 9 56.5, 9 56.41666666666666, 9 56.33333333333334, 9 56.25, 9 56.16666666666666, 9 56.08333333333334, 9 56, 8.909090909090908 56, 8.818181818181818 56, 8.727272727272727 56, 8.636363636363637 56, 8.545454545454545 56, 8.454545454545455 56, 8.363636363636363 56, 8.272727272727273 56, 8.181818181818182 56, 8.09090909090909 56, 8 56))"
4190,41,90,41-90,"POLYGON ((-3 56.5, -3 56.58333333333334, -3 56.66666666666666, -3 56.75, -3 56.83333333333334, -3 56.91666666666666, -3 57, -2.909090909090909 57, -2.818181818181818 57, -2.727272727272728 57, -2.636363636363636 57, -2.545454545454545 57, -2.454545454545455 57, -2.363636363636364 57, -2.272727272727272 57, -2.181818181818182 57, -2.090909090909091 57, -2 57, -2 56.91666666666666, -2 56.83333333333334, -2 56.75, -2 56.66666666666666, -2 56.58333333333334, -2 56.5, -2.090909090909091 56.5, -2.181818181818182 56.5, -2.272727272727272 56.5, -2.363636363636364 56.5, -2.454545454545455 56.5, -2.545454545454545 56.5, -2.636363636363636 56.5, -2.727272727272728 56.5, -2.818181818181818 56.5, -2.909090909090909 56.5, -3 56.5))"
4158,41,58,41-58,"POLYGON ((-2 56.5, -2 56.58333333333334, -2 56.66666666666666, -2 56.75, -2 56.83333333333334, -2 56.91666666666666, -2 57, -1.909090909090909 57, -1.818181818181818 57, -1.727272727272727 57, -1.636363636363636 57, -1.545454545454545 57, -1.454545454545455 57, -1.363636363636364 57, -1.272727272727273 57, -1.181818181818182 57, -1.090909090909091 57, -1 57, -1 56.91666666666666, -1 56.83333333333334, -1 56.75, -1 56.66666666666666, -1 56.58333333333334, -1 56.5, -1.090909090909091 56.5, -1.181818181818182 56.5, -1.272727272727273 56.5, -1.363636363636364 56.5, -1.454545454545455 56.5, -1.545454545454545 56.5, -1.636363636363636 56.5, -1.727272727272727 56.5, -1.818181818181818 56.5, -1.909090909090909 56.5, -2 56.5))"
4159,41,59,41-59,"POLYGON ((-1 56.5, -1 56.58333333333334, -1 56.66666666666666, -1 56.75, -1 56.83333333333334, -1 56.91666666666666, -1 57, -0.9090909090909091 57, -0.8181818181818181 57, -0.7272727272727273 57, -0.6363636363636364 57, -0.5454545454545454 57, -0.4545454545454546 57, -0.3636363636363636 57, -0.2727272727272727 57, -0.1818181818181818 57, -0.09090909090909083 57, 0 57, 0 56.91666666666666, 0 56.83333333333334, 0 56.75, 0 56.66666666666666, 0 56.58333333333334, 0 56.5, -0.09090909090909091 56.5, -0.1818181818181818 56.5, -0.2727272727272727 56.5, -0.3636363636363636 56.5, -0.4545454545454546 56.5, -0.5454545454545454 56.5, -0.6363636363636364 56.5, -0.7272727272727273 56.5, -0.8181818181818182 56.5, -0.9090909090909092 56.5, -1 56.5))"
4160,41,60,41-60,"POLYGON ((0 56.5, 0 56.58333333333334, 0 56.66666666666666, 0 56.75, 0 56.83333333333334, 0 56.91666666666666, 0 57, 0.09090909090909091 57, 0.1818181818181818 57, 0.2727272727272727 57, 0.3636363636363636 57, 0.4545454545454546 57, 0.5454545454545454 57, 0.6363636363636364 57, 0.7272727272727273 57, 0.8181818181818182 57, 0.9090909090909092 57, 1 57, 1 56.91666666666666, 1 56.83333333333334, 1 56.75, 1 56.66666666666666, 1 56.58333333333334, 1 56.5, 0.9090909090909091 56.5, 0.8181818181818181 56.5, 0.7272727272727273 56.5, 0.6363636363636364 56.5, 0.5454545454545454 56.5, 0.4545454545454546 56.5, 0.3636363636363636 56.5, 0.2727272727272727 56.5, 0.1818181818181818 56.5, 0.09090909090909083 56.5, 0 56.5))"
4161,41,61,41-61,"POLYGON ((1 56.5, 1 56.58333333333334, 1 56.66666666666666, 1 56.75, 1 56.83333333333334, 1 56.91666666666666, 1 57, 1.090909090909091 57, 1.181818181818182 57, 1.272727272727273 57, 1.363636363636364 57, 1.454545454545455 57, 1.545454545454545 57, 1.636363636363636 57, 1.727272727272727 57, 1.818181818181818 57, 1.909090909090909 57, 2 57, 2 56.91666666666666, 2 56.83333333333334, 2 56.75, 2 56.66666666666666, 2 56.58333333333334, 2 56.5, 1.909090909090909 56.5, 1.818181818181818 56.5, 1.727272727272727 56.5, 1.636363636363636 56.5, 1.545454545454545 56.5, 1.454545454545455 56.5, 1.363636363636364 56.5, 1.272727272727273 56.5, 1.181818181818182 56.5, 1.090909090909091 56.5, 1 56.5))"
4162,41,62,41-62,"POLYGON ((2 56.5, 2 56.58333333333334, 2 56.66666666666666, 2 56.75, 2 56.83333333333334, 2 56.91666666666666, 2 57, 2.090909090909091 57, 2.181818181818182 57, 2.272727272727272 57, 2.363636363636364 57, 2.454545454545455 57, 2.545454545454545 57, 2.636363636363636 57, 2.727272727272728 57, 2.818181818181818 57, 2.909090909090909 57, 3 57, 3 56.91666666666666, 3 56.83333333333334, 3 56.75, 3 56.66666666666666, 3 56.58333333333334, 3 56.5, 2.909090909090909 56.5, 2.818181818181818 56.5, 2.727272727272728 56.5, 2.636363636363636 56.5, 2.545454545454545 56.5, 2.454545454545455 56.5, 2.363636363636364 56.5, 2.272727272727272 56.5, 2.181818181818182 56.5, 2.090909090909091 56.5, 2 56.5))"
4163,41,63,41-63,"POLYGON ((3 56.5, 3 56.58333333333334, 3 56.66666666666666, 3 56.75, 3 56.83333333333334, 3 56.91666666666666, 3 57, 3.090909090909091 57, 3.181818181818182 57, 3.272727272727272 57, 3.363636363636364 57, 3.454545454545455 57, 3.545454545454545 57, 3.636363636363636 57, 3.727272727272728 57, 3.818181818181818 57, 3.909090909090909 57, 4 57, 4 56.91666666666666, 4 56.83333333333334, 4 56.75, 4 56.66666666666666, 4 56.58333333333334, 4 56.5, 3.909090909090909 56.5, 3.818181818181818 56.5, 3.727272727272728 56.5, 3.636363636363636 56.5, 3.545454545454545 56.5, 3.454545454545455 56.5, 3.363636363636364 56.5, 3.272727272727272 56.5, 3.181818181818182 56.5, 3.090909090909091 56.5, 3 56.5))"
4164,41,64,41-64,"POLYGON ((4 56.5, 4 56.58333333333334, 4 56.66666666666666, 4 56.75, 4 56.83333333333334, 4 56.91666666666666, 4 57, 4.090909090909091 57, 4.181818181818182 57, 4.272727272727272 57, 4.363636363636363 57, 4.454545454545455 57, 4.545454545454545 57, 4.636363636363637 57, 4.727272727272728 57, 4.818181818181818 57, 4.909090909090909 57, 5 57, 5 56.91666666666666, 5 56.83333333333334, 5 56.75, 5 56.66666666666666, 5 56.58333333333334, 5 56.5, 4.909090909090909 56.5, 4.818181818181818 56.5, 4.727272727272728 56.5, 4.636363636363637 56.5, 4.545454545454545 56.5, 4.454545454545455 56.5, 4.363636363636363 56.5, 4.272727272727272 56.5, 4.181818181818182 56.5, 4.090909090909091 56.5, 4 56.5))"
4165,41,65,41-65,"POLYGON ((5 56.5, 5 56.58333333333334, 5 56.66666666666666, 5 56.75, 5 56.83333333333334, 5 56.91666666666666, 5 57, 5.090909090909091 57, 5.181818181818182 57, 5.272727272727272 57, 5.363636363636363 57, 5.454545454545455 57, 5.545454545454545 57, 5.636363636363637 57, 5.727272727272728 57, 5.818181818181818 57, 5.909090909090909 57, 6 57, 6 56.91666666666666, 6 56.83333333333334, 6 56.75, 6 56.66666666666666, 6 56.58333333333334, 6 56.5, 5.909090909090909 56.5, 5.818181818181818 56.5, 5.727272727272728 56.5, 5.636363636363637 56.5, 5.545454545454545 56.5, 5.454545454545455 56.5, 5.363636363636363 56.5, 5.272727272727272 56.5, 5.181818181818182 56.5, 5.090909090909091 56.5, 5 56.5))"
4166,41,66,41-66,"POLYGON ((6 56.5, 6 56.58333333333334, 6 56.66666666666666, 6 56.75, 6 56.83333333333334, 6 56.91666666666666, 6 57, 6.090909090909091 57, 6.181818181818182 57, 6.272727272727272 57, 6.363636363636363 57, 6.454545454545455 57, 6.545454545454545 57, 6.636363636363637 57, 6.727272727272728 57, 6.818181818181818 57, 6.909090909090909 57, 7 57, 7 56.91666666666666, 7 56.83333333333334, 7 56.75, 7 56.66666666666666, 7 56.58333333333334, 7 56.5, 6.909090909090909 56.5, 6.818181818181818 56.5, 6.727272727272728 56.5, 6.636363636363637 56.5, 6.545454545454545 56.5, 6.454545454545455 56.5, 6.363636363636363 56.5, 6.272727272727272 56.5, 6.181818181818182 56.5, 6.090909090909091 56.5, 6 56.5))"
4167,41,67,41-67,"POLYGON ((7 56.5, 7 56.58333333333334, 7 56.66666666666666, 7 56.75, 7 56.83333333333334, 7 56.91666666666666, 7 57, 7.090909090909091 57, 7.181818181818182 57, 7.272727272727272 57, 7.363636363636363 57, 7.454545454545455 57, 7.545454545454545 57, 7.636363636363637 57, 7.727272727272728 57, 7.818181818181818 57, 7.909090909090909 57, 8 57, 8 56.91666666666666, 8 56.83333333333334, 8 56.75, 8 56.66666666666666, 8 56.58333333333334, 8 56.5, 7.909090909090909 56.5, 7.818181818181818 56.5, 7.727272727272728 56.5, 7.636363636363637 56.5, 7.545454545454545 56.5, 7.454545454545455 56.5, 7.363636363636363 56.5, 7.272727272727272 56.5, 7.181818181818182 56.5, 7.090909090909091 56.5, 7 56.5))"
4178,41,78,41-78,"POLYGON ((8 56.5, 8 56.58333333333334, 8 56.66666666666666, 8 56.75, 8 56.83333333333334, 8 56.91666666666666, 8 57, 8.090909090909092 57, 8.181818181818182 57, 8.272727272727273 57, 8.363636363636363 57, 8.454545454545455 57, 8.545454545454545 57, 8.636363636363637 57, 8.727272727272727 57, 8.818181818181818 57, 8.90909090909091 57, 9 57, 9 56.91666666666666, 9 56.83333333333334, 9 56.75, 9 56.66666666666666, 9 56.58333333333334, 9 56.5, 8.909090909090908 56.5, 8.818181818181818 56.5, 8.727272727272727 56.5, 8.636363636363637 56.5, 8.545454545454545 56.5, 8.454545454545455 56.5, 8.363636363636363 56.5, 8.272727272727273 56.5, 8.181818181818182 56.5, 8.09090909090909 56.5, 8 56.5))"
4191,41,91,41-91,"POLYGON ((-3 57, -3 57.08333333333334, -3 57.16666666666666, -3 57.25, -3 57.33333333333334, -3 57.41666666666666, -3 57.5, -2.909090909090909 57.5, -2.818181818181818 57.5, -2.727272727272728 57.5, -2.636363636363636 57.5, -2.545454545454545 57.5, -2.454545454545455 57.5, -2.363636363636364 57.5, -2.272727272727272 57.5, -2.181818181818182 57.5, -2.090909090909091 57.5, -2 57.5, -2 57.41666666666666, -2 57.33333333333334, -2 57.25, -2 57.16666666666666, -2 57.08333333333334, -2 57, -2.090909090909091 57, -2.181818181818182 57, -2.272727272727272 57, -2.363636363636364 57, -2.454545454545455 57, -2.545454545454545 57, -2.636363636363636 57, -2.727272727272728 57, -2.818181818181818 57, -2.909090909090909 57, -3 57))"
4168,41,68,41-68,"POLYGON ((-2 57, -2 57.08333333333334, -2 57.16666666666666, -2 57.25, -2 57.33333333333334, -2 57.41666666666666, -2 57.5, -1.909090909090909 57.5, -1.818181818181818 57.5, -1.727272727272727 57.5, -1.636363636363636 57.5, -1.545454545454545 57.5, -1.454545454545455 57.5, -1.363636363636364 57.5, -1.272727272727273 57.5, -1.181818181818182 57.5, -1.090909090909091 57.5, -1 57.5, -1 57.41666666666666, -1 57.33333333333334, -1 57.25, -1 57.16666666666666, -1 57.08333333333334, -1 57, -1.090909090909091 57, -1.181818181818182 57, -1.272727272727273 57, -1.363636363636364 57, -1.454545454545455 57, -1.545454545454545 57, -1.636363636363636 57, -1.727272727272727 57, -1.818181818181818 57, -1.909090909090909 57, -2 57))"
