lok,HAVOMR,Lokasjon,LOKREF,geometry
4169,41,69,41-69,"POLYGON ((-1 57, -1 57.08333333333334, -1 57.16666666666666, -1 57.25, -1 57.33333333333334, -1 57.41666666666666, -1 57.5, -0.9090909090909091 57.5, -0.8181818181818181 57.5, -0.7272727272727273 57.5, -0.6363636363636364 57.5, -0.5454545454545454 57.5, -0.4545454545454546 57.5, -0.3636363636363636 57.5, -0.2727272727272727 57.5, -0.1818181818181818 57.5, -0.09090909090909083 57.5, 0 57.5, 0 57.41666666666666, 0 57.33333333333334, 0 57.25, 0 57.16666666666666, 0 57.08333333333334, 0 57, -0.09090909090909091 57, -0.1818181818181818 57, -0.2727272727272727 57, -0.3636363636363636 57, -0.4545454545454546 57, -0.5454545454545454 57, -0.6363636363636364 57, -0.7272727272727273 57, -0.8181818181818182 57, -0.9090909090909092 57, -1 57))"
4170,41,70,41-70,"POLYGON ((0 57, 0 57.08333333333334, 0 57.16666666666666, 0 57.25, 0 57.33333333333334, 0 57.41666666666666, 0 57.5, 0.09090909090909091 57.5, 0.1818181818181818 57.5, 0.2727272727272727 57.5, 0.3636363636363636 57.5, 0.4545454545454546 57.5, 0.5454545454545454 57.5, 0.6363636363636364 57.5, 0.7272727272727273 57.5, 0.8181818181818182 57.5, 0.9090909090909092 57.5, 1 57.5, 1 57.41666666666666, 1 57.33333333333334, 1 57.25, 1 57.16666666666666, 1 57.08333333333334, 1 57, 0.9090909090909091 57, 0.8181818181818181 57, 0.7272727272727273 57, 0.6363636363636364 57, 0.5454545454545454 57, 0.4545454545454546 57, 0.3636363636363636 57, 0.2727272727272727 57, 0.1818181818181818 57, 0.09090909090909083 57, 0 57))"
4171,41,71,41-71,"POLYGON ((1 57, 1 57.08333333333334, 1 57.16666666666666, 1 57.25, 1 57.33333333333334, 1 57.41666666666666, 1 57.5, 1.090909090909091 57.5, 1.181818181818182 57.5, 1.272727272727273 57.5, 1.363636363636364 57.5, 1.454545454545455 57.5, 1.545454545454545 57.5, 1.636363636363636 57.5, 1.727272727272727 57.5, 1.818181818181818 57.5, 1.909090909090909 57.5, 2 57.5, 2 57.41666666666666, 2 57.33333333333334, 2 57.25, 2 57.16666666666666, 2 57.08333333333334, 2 57, 1.909090909090909 57, 1.818181818181818 57, 1.727272727272727 57, 1.636363636363636 57, 1.545454545454545 57, 1.454545454545455 57, 1.363636363636364 57, 1.272727272727273 57, 1.181818181818182 57, 1.090909090909091 57, 1 57))"
4172,41,72,41-72,"POLYGON ((2 57, 2 57.08333333333334, 2 57.16666666666666, 2 57.25, 2 57.33333333333334, 2 57.41666666666666, 2 57.5, 2.090909090909091 57.5, 2.181818181818182 57.5, 2.272727272727272 57.5, 2.363636363636364 57.5, 2.454545454545455 57.5, 2.545454545454545 57.5, 2.636363636363636 57.5, 2.727272727272728 57.5, 2.818181818181818 57.5, 2.909090909090909 57.5, 3 57.5, 3 57.41666666666666, 3 57.33333333333334, 3 57.25, 3 57.16666666666666, 3 57.08333333333334, 3 57, 2.909090909090909 57, 2.818181818181818 57, 2.727272727272728 57, 2.636363636363636 57, 2.545454545454545 57, 2.454545454545455 57, 2.363636363636364 57, 2.272727272727272 57, 2.181818181818182 57, 2.090909090909091 57, 2 57))"
4173,41,73,41-73,"POLYGON ((3 57, 3 57.08333333333334, 3 57.16666666666666, 3 57.25, 3 57.33333333333334, 3 57.41666666666666, 3 57.5, 3.090909090909091 57.5, 3.181818181818182 57.5, 3.272727272727272 57.5, 3.363636363636364 57.5, 3.454545454545455 57.5, 3.545454545454545 57.5, 3.636363636363636 57.5, 3.727272727272728 57.5, 3.818181818181818 57.5, 3.909090909090909 57.5, 4 57.5, 4 57.41666666666666, 4 57.33333333333334, 4 57.25, 4 57.16666666666666, 4 57.08333333333334, 4 57, 3.909090909090909 57, 3.818181818181818 57, 3.727272727272728 57, 3.636363636363636 57, 3.545454545454545 57, 3.454545454545455 57, 3.363636363636364 57, 3.272727272727272 57, 3.181818181818182 57, 3.090909090909091 57, 3 57))"
4174,41,74,41-74,"POLYGON ((4 57, 4 57.08333333333334, 4 57.16666666666666, 4 57.25, 4 57.33333333333334, 4 57.41666666666666, 4 57.5, 4.090909090909091 57.5, 4.181818181818182 57.5, 4.272727272727272 57.5, 4.363636363636363 57.5, 4.454545454545455 57.5, 4.545454545454545 57.5, 4.636363636363637 57.5, 4.727272727272728 57.5, 4.818181818181818 57.5, 4.909090909090909 57.5, 5 57.5, 5 57.41666666666666, 5 57.33333333333334, 5 57.25, 5 57.16666666666666, 5 57.08333333333334, 5 57, 4.909090909090909 57, 4.818181818181818 57, 4.727272727272728 57, 4.636363636363637 57, 4.545454545454545 57, 4.454545454545455 57, 4.363636363636363 57, 4.272727272727272 57, 4.181818181818182 57, 4.090909090909091 57, 4 57))"
4175,41,75,41-75,"POLYGON ((5 57, 5 57.08333333333334, 5 57.16666666666666, 5 57.25, 5 57.33333333333334, 5 57.41666666666666, 5 57.5, 5.090909090909091 57.5, 5.181818181818182 57.5, 5.272727272727272 57.5, 5.363636363636363 57.5, 5.454545454545455 57.5, 5.545454545454545 57.5, 5.636363636363637 57.5, 5.727272727272728 57.5, 5.818181818181818 57.5, 5.909090909090909 57.5, 6 57.5, 6 57.41666666666666, 6 57.33333333333334, 6 57.25, 6 57.16666666666666, 6 57.08333333333334, 6 57, 5.909090909090909 57, 5.818181818181818 57, 5.727272727272728 57, 5.636363636363637 57, 5.545454545454545 57, 5.454545454545455 57, 5.363636363636363 57, 5.272727272727272 57, 5.181818181818182 57, 5.090909090909091 57, 5 57))"
4176,41,76,41-76,"POLYGON ((6 57, 6 57.08333333333334, 6 57.16666666666666, 6 57.25, 6 57.33333333333334, 6 57.41666666666666, 6 57.5, 6.090909090909091 57.5, 6.181818181818182 57.5, 6.272727272727272 57.5, 6.363636363636363 57.5, 6.454545454545455 57.5, 6.545454545454545 57.5, 6.636363636363637 57.5, 6.727272727272728 57.5, 6.818181818181818 57.5, 6.909090909090909 57.5, 7 57.5, 7 57.41666666666666, 7 57.33333333333334, 7 57.25, 7 57.16666666666666, 7 57.08333333333334, 7 57, 6.909090909090909 57, 6.818181818181818 57, 6.727272727272728 57, 6.636363636363637 57, 6.545454545454545 57, 6.454545454545455 57, 6.363636363636363 57, 6.272727272727272 57, 6.181818181818182 57, 6.090909090909091 57, 6 57))"
4177,41,77,41-77,"POLYGON ((7 57, 7 57.08333333333334, 7 57.16666666666666, 7 57.25, 7 57.33333333333334, 7 57.41666666666666, 7 57.5, 7.090909090909091 57.5, 7.181818181818182 57.5, 7.272727272727272 57.5, 7.363636363636363 57.5, 7.454545454545455 57.5, 7.545454545454545 57.5, 7.636363636363637 57.5, 7.727272727272728 57.5, 7.818181818181818 57.5, 7.909090909090909 57.5, 8 57.5, 8 57.41666666666666, 8 57.33333333333334, 8 57.25, 8 57.16666666666666, 8 57.08333333333334, 8 57, 7.909090909090909 57, 7.818181818181818 57, 7.727272727272728 57, 7.636363636363637 57, 7.545454545454545 57, 7.454545454545455 57, 7.363636363636363 57, 7.272727272727272 57, 7.181818181818182 57, 7.090909090909091 57, 7 57))"
4201,42,01,42-01,"POLYGON ((-4.5 57.33333333333334, -4.5 57.42857142857143, -4.5 57.52380952380953, -4.5 57.61904761904762, -4.5 57.71428571428572, -4.5 57.80952380952381, -4.5 57.90476190476191, -4.5 58, -4.40625 58, -4.3125 58, -4.21875 58, -4.125 58, -4.03125 58, -3.9375 58, -3.84375 58, -3.75 58, -3.65625 58, -3.5625 58, -3.46875 58, -3.375 58, -3.28125 58, -3.1875 58, -3.09375 58, -3 58, -3 57.9125, -3 57.825, -3 57.7375, -3 57.65, -3.09375 57.63020833333333, -3.1875 57.61041666666667, -3.28125 57.590625, -3.375 57.57083333333333, -3.46875 57.55104166666666, -3.5625 57.53125, -3.65625 57.51145833333334, -3.75 57.49166666666667, -3.84375 57.471875, -3.9375 57.45208333333333, -4.03125 57.43229166666667, -4.125 57.4125, -4.21875 57.39270833333333, -4.3125 57.37291666666667, -4.40625 57.35312500000001, -4.5 57.33333333333334))"
4202,42,02,42-02,"POLYGON ((-3 57.65, -3 57.7375, -3 57.825, -3 57.9125, -3 58, -2.909090909090909 58, -2.818181818181818 58, -2.727272727272728 58, -2.636363636363636 58, -2.545454545454545 58, -2.454545454545455 58, -2.363636363636364 58, -2.272727272727272 58, -2.181818181818182 58, -2.090909090909091 58, -2 58, -2 57.9125, -2 57.825, -2 57.7375, -2 57.65, -2.090909090909091 57.65, -2.181818181818182 57.65, -2.272727272727272 57.65, -2.363636363636364 57.65, -2.454545454545455 57.65, -2.545454545454545 57.65, -2.636363636363636 57.65, -2.727272727272728 57.65, -2.818181818181818 57.65, -2.909090909090909 57.65, -3 57.65))"
4203,42,03,42-03,"POLYGON ((-2 57.5, -2 57.58333333333334, -2 57.66666666666666, -2 57.75, -2 57.83333333333334, -2 57.91666666666666, -2 58, -1.909090909090909 58, -1.818181818181818 58, -1.727272727272727 58, -1.636363636363636 58, -1.545454545454545 58, -1.454545454545455 58, -1.363636363636364 58, -1.272727272727273 58, -1.181818181818182 58, -1.090909090909091 58, -1 58, -1 57.91666666666666, -1 57.83333333333334, -1 57.75, -1 57.66666666666666, -1 57.58333333333334, -1 57.5, -1.090909090909091 57.5, -1.181818181818182 57.5, -1.272727272727273 57.5, -1.363636363636364 57.5, -1.454545454545455 57.5, -1.545454545454545 57.5, -1.636363636363636 57.5, -1.727272727272727 57.5, -1.818181818181818 57.5, -1.909090909090909 57.5, -2 57.5))"
4204,42,04,42-04,"POLYGON ((-1 57.5, -1 57.58333333333334, -1 57.66666666666666, -1 57.75, -1 57.83333333333334, -1 57.91666666666666, -1 58, -0.9090909090909091 58, -0.8181818181818181 58, -0.7272727272727273 58, -0.6363636363636364 58, -0.5454545454545454 58, -0.4545454545454546 58, -0.3636363636363636 58, -0.2727272727272727 58, -0.1818181818181818 58, -0.09090909090909083 58, 0 58, 0 57.91666666666666, 0 57.83333333333334, 0 57.75, 0 57.66666666666666, 0 57.58333333333334, 0 57.5, -0.09090909090909091 57.5, -0.1818181818181818 57.5, -0.2727272727272727 57.5, -0.3636363636363636 57.5, -0.4545454545454546 57.5, -0.5454545454545454 57.5, -0.6363636363636364 57.5, -0.7272727272727273 57.5, -0.8181818181818182 57.5, -0.9090909090909092 57.5, -1 57.5))"
4205,42,05,42-05,"POLYGON ((0 57.5, 0 57.58333333333334, 0 57.66666666666666, 0 57.75, 0 57.83333333333334, 0 57.91666666666666, 0 58, 0.09090909090909091 58, 0.1818181818181818 58, 0.2727272727272727 58, 0.3636363636363636 58, 0.4545454545454546 58, 0.5454545454545454 58, 0.6363636363636364 58, 0.7272727272727273 58, 0.8181818181818182 58, 0.9090909090909092 58, 1 58, 1 57.91666666666666, 1 57.83333333333334, 1 57.75, 1 57.66666666666666, 1 57.58333333333334, 1 57.5, 0.9090909090909091 57.5, 0.8181818181818181 57.5, 0.7272727272727273 57.5, 0.6363636363636364 57.5, 0.5454545454545454 57.5, 0.4545454545454546 57.5, 0.3636363636363636 57.5, 0.2727272727272727 57.5, 0.1818181818181818 57.5, 0.09090909090909083 57.5, 0 57.5))"
4206,42,06,42-06,"POLYGON ((1 57.5, 1 57.58333333333334, 1 57.66666666666666, 1 57.75, 1 57.83333333333334, 1 57.91666666666666, 1 58, 1.090909090909091 58, 1.181818181818182 58, 1.272727272727273 58, 1.363636363636364 58, 1.454545454545455 58, 1.545454545454545 58, 1.636363636363636 58, 1.727272727272727 58, 1.818181818181818 58, 1.909090909090909 58, 2 58, 2 57.91666666666666, 2 57.83333333333334, 2 57.75, 2 57.66666666666666, 2 57.58333333333334, 2 57.5, 1.909090909090909 57.5, 1.818181818181818 57.5, 1.727272727272727 57.5, 1.636363636363636 57.5, 1.545454545454545 57.5, 1.454545454545455 57.5, 1.363636363636364 57.5, 1.272727272727273 57.5, 1.181818181818182 57.5, 1.090909090909091 57.5, 1 57.5))"
4209,42,09,42-09,"POLYGON ((-4 58, -3.921212121212121 58.04545454545455, -3.842424242424242 58.09090909090909, -3.763636363636364 58.13636363636363, -3.684848484848485 58.18181818181818, -3.606060606060606 58.22727272727273, -3.527272727272727 58.27272727272727, -3.448484848484848 58.31818181818182, -3.36969696969697 58.36363636363637, -3.290909090909091 58.40909090909091, -3.212121212121212 58.45454545454545, -3.133333333333333 58.5, -3.066666666666666 58.5, -3 58.5, -3 58.41666666666666, -3 58.33333333333334, -3 58.25, -3 58.16666666666666, -3 58.08333333333334, -3 58, -3.090909090909091 58, -3.181818181818182 58, -3.272727272727272 58, -3.363636363636364 58, -3.454545454545455 58, -3.545454545454545 58, -3.636363636363636 58, -3.727272727272728 58, -3.818181818181818 58, -3.909090909090909 58, -4 58))"
4210,42,10,42-10,"POLYGON ((-3 58, -3 58.08333333333334, -3 58.16666666666666, -3 58.25, -3 58.33333333333334, -3 58.41666666666666, -3 58.5, -2.909090909090909 58.5, -2.818181818181818 58.5, -2.727272727272728 58.5, -2.636363636363636 58.5, -2.545454545454545 58.5, -2.454545454545455 58.5, -2.363636363636364 58.5, -2.272727272727272 58.5, -2.181818181818182 58.5, -2.090909090909091 58.5, -2 58.5, -2 58.41666666666666, -2 58.33333333333334, -2 58.25, -2 58.16666666666666, -2 58.08333333333334, -2 58, -2.090909090909091 58, -2.181818181818182 58, -2.272727272727272 58, -2.363636363636364 58, -2.454545454545455 58, -2.545454545454545 58, -2.636363636363636 58, -2.727272727272728 58, -2.818181818181818 58, -2.909090909090909 58, -3 58))"
4211,42,11,42-11,"POLYGON ((-2 58, -2 58.08333333333334, -2 58.16666666666666, -2 58.25, -2 58.33333333333334, -2 58.41666666666666, -2 58.5, -1.909090909090909 58.5, -1.818181818181818 58.5, -1.727272727272727 58.5, -1.636363636363636 58.5, -1.545454545454545 58.5, -1.454545454545455 58.5, -1.363636363636364 58.5, -1.272727272727273 58.5, -1.181818181818182 58.5, -1.090909090909091 58.5, -1 58.5, -1 58.41666666666666, -1 58.33333333333334, -1 58.25, -1 58.16666666666666, -1 58.08333333333334, -1 58, -1.090909090909091 58, -1.181818181818182 58, -1.272727272727273 58, -1.363636363636364 58, -1.454545454545455 58, -1.545454545454545 58, -1.636363636363636 58, -1.727272727272727 58, -1.818181818181818 58, -1.909090909090909 58, -2 58))"
4212,42,12,42-12,"POLYGON ((-1 58, -1 58.08333333333334, -1 58.16666666666666, -1 58.25, -1 58.33333333333334, -1 58.41666666666666, -1 58.5, -0.9090909090909091 58.5, -0.8181818181818181 58.5, -0.7272727272727273 58.5, -0.6363636363636364 58.5, -0.5454545454545454 58.5, -0.4545454545454546 58.5, -0.3636363636363636 58.5, -0.2727272727272727 58.5, -0.1818181818181818 58.5, -0.09090909090909083 58.5, 0 58.5, 0 58.41666666666666, 0 58.33333333333334, 0 58.25, 0 58.16666666666666, 0 58.08333333333334, 0 58, -0.09090909090909091 58, -0.1818181818181818 58, -0.2727272727272727 58, -0.3636363636363636 58, -0.4545454545454546 58, -0.5454545454545454 58, -0.6363636363636364 58, -0.7272727272727273 58, -0.8181818181818182 58, -0.9090909090909092 58, -1 58))"
4213,42,13,42-13,"POLYGON ((0 58, 0 58.08333333333334, 0 58.16666666666666, 0 58.25, 0 58.33333333333334, 0 58.41666666666666, 0 58.5, 0.09090909090909091 58.5, 0.1818181818181818 58.5, 0.2727272727272727 58.5, 0.3636363636363636 58.5, 0.4545454545454546 58.5, 0.5454545454545454 58.5, 0.6363636363636364 58.5, 0.7272727272727273 58.5, 0.8181818181818182 58.5, 0.9090909090909092 58.5, 1 58.5, 1 58.41666666666666, 1 58.33333333333334, 1 58.25, 1 58.16666666666666, 1 58.08333333333334, 1 58, 0.9090909090909091 58, 0.8181818181818181 58, 0.7272727272727273 58, 0.6363636363636364 58, 0.5454545454545454 58, 0.4545454545454546 58, 0.3636363636363636 58, 0.2727272727272727 58, 0.1818181818181818 58, 0.09090909090909083 58, 0 58))"
4214,42,14,42-14,"POLYGON ((1 58, 1 58.08333333333334, 1 58.16666666666666, 1 58.25, 1 58.33333333333334, 1 58.41666666666666, 1 58.5, 1.090909090909091 58.5, 1.181818181818182 58.5, 1.272727272727273 58.5, 1.363636363636364 58.5, 1.454545454545455 58.5, 1.545454545454545 58.5, 1.636363636363636 58.5, 1.727272727272727 58.5, 1.818181818181818 58.5, 1.909090909090909 58.5, 2 58.5, 2 58.41666666666666, 2 58.33333333333334, 2 58.25, 2 58.16666666666666, 2 58.08333333333334, 2 58, 1.909090909090909 58, 1.818181818181818 58, 1.727272727272727 58, 1.636363636363636 58, 1.545454545454545 58, 1.454545454545455 58, 1.363636363636364 58, 1.272727272727273 58, 1.181818181818182 58, 1.090909090909091 58, 1 58))"
4219,42,19,42-19,"POLYGON ((-4 58.5, -4 58.58333333333334, -4 58.66666666666666, -4 58.75, -4 58.83333333333334, -4 58.91666666666666, -4 59, -3.909090909090909 59, -3.818181818181818 59, -3.727272727272728 59, -3.636363636363636 59, -3.545454545454545 59, -3.454545454545455 59, -3.363636363636364 59, -3.272727272727272 59, -3.181818181818182 59, -3.090909090909091 59, -3 59, -3 58.91666666666666, -3 58.83333333333334, -3 58.75, -3 58.66666666666666, -3 58.58333333333334, -3 58.5, -3.090909090909091 58.5, -3.181818181818182 58.5, -3.272727272727272 58.5, -3.363636363636364 58.5, -3.454545454545455 58.5, -3.545454545454545 58.5, -3.636363636363636 58.5, -3.727272727272728 58.5, -3.818181818181818 58.5, -3.909090909090909 58.5, -4 58.5))"
4220,42,20,42-20,"POLYGON ((-3 58.5, -3 58.58333333333334, -3 58.66666666666666, -3 58.75, -3 58.83333333333334, -3 58.91666666666666, -3 59, -2.909090909090909 59, -2.818181818181818 59, -2.727272727272728 59, -2.636363636363636 59, -2.545454545454545 59, -2.454545454545455 59, -2.363636363636364 59, -2.272727272727272 59, -2.181818181818182 59, -2.090909090909091 59, -2 59, -2 58.91666666666666, -2 58.83333333333334, -2 58.75, -2 58.66666666666666, -2 58.58333333333334, -2 58.5, -2.090909090909091 58.5, -2.181818181818182 58.5, -2.272727272727272 58.5, -2.363636363636364 58.5, -2.454545454545455 58.5, -2.545454545454545 58.5, -2.636363636363636 58.5, -2.727272727272728 58.5, -2.818181818181818 58.5, -2.909090909090909 58.5, -3 58.5))"
4221,42,21,42-21,"POLYGON ((-2 58.5, -2 58.58333333333334, -2 58.66666666666666, -2 58.75, -2 58.83333333333334, -2 58.91666666666666, -2 59, -1.909090909090909 59, -1.818181818181818 59, -1.727272727272727 59, -1.636363636363636 59, -1.545454545454545 59, -1.454545454545455 59, -1.363636363636364 59, -1.272727272727273 59, -1.181818181818182 59, -1.090909090909091 59, -1 59, -1 58.91666666666666, -1 58.83333333333334, -1 58.75, -1 58.66666666666666, -1 58.58333333333334, -1 58.5, -1.090909090909091 58.5, -1.181818181818182 58.5, -1.272727272727273 58.5, -1.363636363636364 58.5, -1.454545454545455 58.5, -1.545454545454545 58.5, -1.636363636363636 58.5, -1.727272727272727 58.5, -1.818181818181818 58.5, -1.909090909090909 58.5, -2 58.5))"
4222,42,22,42-22,"POLYGON ((-1 58.5, -1 58.58333333333334, -1 58.66666666666666, -1 58.75, -1 58.83333333333334, -1 58.91666666666666, -1 59, -0.9090909090909091 59, -0.8181818181818181 59, -0.7272727272727273 59, -0.6363636363636364 59, -0.5454545454545454 59, -0.4545454545454546 59, -0.3636363636363636 59, -0.2727272727272727 59, -0.1818181818181818 59, -0.09090909090909083 59, 0 59, 0 58.91666666666666, 0 58.83333333333334, 0 58.75, 0 58.66666666666666, 0 58.58333333333334, 0 58.5, -0.09090909090909091 58.5, -0.1818181818181818 58.5, -0.2727272727272727 58.5, -0.3636363636363636 58.5, -0.4545454545454546 58.5, -0.5454545454545454 58.5, -0.6363636363636364 58.5, -0.7272727272727273 58.5, -0.8181818181818182 58.5, -0.9090909090909092 58.5, -1 58.5))"
4223,42,23,42-23,"POLYGON ((0 58.5, 0 58.58333333333334, 0 58.66666666666666, 0 58.75, 0 58.83333333333334, 0 58.91666666666666, 0 59, 0.09090909090909091 59, 0.1818181818181818 59, 0.2727272727272727 59, 0.3636363636363636 59, 0.4545454545454546 59, 0.5454545454545454 59, 0.6363636363636364 59, 0.7272727272727273 59, 0.8181818181818182 59, 0.9090909090909092 59, 1 59, 1 58.91666666666666, 1 58.83333333333334, 1 58.75, 1 58.66666666666666, 1 58.58333333333334, 1 58.5, 0.9090909090909091 58.5, 0.8181818181818181 58.5, 0.7272727272727273 58.5, 0.6363636363636364 58.5, 0.5454545454545454 58.5, 0.4545454545454546 58.5, 0.3636363636363636 58.5, 0.2727272727272727 58.5, 0.1818181818181818 58.5, 0.09090909090909083 58.5, 0 58.5))"
4224,42,24,42-24,"POLYGON ((1 58.5, 1 58.58333333333334, 1 58.66666666666666, 1 58.75, 1 58.83333333333334, 1 58.91666666666666, 1 59, 1.090909090909091 59, 1.181818181818182 59, 1.272727272727273 59, 1.363636363636364 59, 1.454545454545455 59, 1.545454545454545 59, 1.636363636363636 59, 1.727272727272727 59, 1.818181818181818 59, 1.909090909090909 59, 2 59, 2 58.91666666666666, 2 58.83333333333334, 2 58.75, 2 58.66666666666666, 2 58.58333333333334, 2 58.5, 1.909090909090909 58.5, 1.818181818181818 58.5, 1.727272727272727 58.5, 1.636363636363636 58.5, 1.545454545454545 58.5, 1.454545454545455 58.5, 1.363636363636364 58.5, 1.272727272727273 58.5, 1.181818181818182 58.5, 1.090909090909091 58.5, 1 58.5))"
